Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Gender_encoded,Product_importance_encoded,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,iqr_filtered_class
0.743966602683239,-0.7107425798766771,1.0833778995353596,1.731743845646177,0.5648726481751054,-1.5942803586938603,1,1,0,0,0,0,1,0,1,0,0
-1.805110609644437,0.7067188760119876,0.5029357009442699,-0.2907237342861204,-0.5627387045962919,1.128809761779839,1,1,0,1,0,0,0,0,0,1,1
0.743966602683239,-1.4194733078210093,-0.036046340604599006,-0.2907237342861204,1.4105811627536533,-1.158832651999765,0,0,0,0,0,0,1,0,0,1,1
1.5936590067924643,-1.4194733078210093,1.8503908048164421,0.7205100556800282,0.8467754863679547,-1.7712966360610067,0,0,0,0,0,1,0,0,0,1,0
-0.10572580142598628,-1.4194733078210093,1.1870282921409112,-1.301957524252269,-1.40844721917484,0.5638379496951484,0,0,0,0,0,0,1,0,0,1,0
0.743966602683239,1.4154496039563198,-0.885979559970123,-0.2907237342861204,0.001066971789406706,0.15861253425885838,0,1,0,0,1,0,0,1,0,0,1
0.743966602683239,1.4154496039563198,0.19198452312761477,-0.2907237342861204,-0.8446415427891413,0.265315725842539,0,1,0,0,0,0,1,0,0,1,0
-0.9554182055352116,1.4154496039563198,1.2699486062253527,-0.2907237342861204,0.001066971789406706,0.7377703197910902,1,0,0,0,0,0,1,0,0,1,0
-0.9554182055352116,-1.4194733078210093,-1.7151827008145368,0.7205100556800282,-1.40844721917484,-1.433300399136978,1,0,0,1,0,0,0,0,0,1,0
0.743966602683239,-0.0020118519323447577,0.33709507277538714,-0.2907237342861204,-0.8446415427891413,-0.6345684158949756,0,1,0,1,0,0,0,0,0,1,1
-0.9554182055352116,-0.0020118519323447577,0.9382673498875871,-1.301957524252269,0.5648726481751054,0.32637708981239094,1,2,0,0,0,0,1,0,1,0,0
-1.805110609644437,-0.7107425798766771,0.5443958579864906,1.731743845646177,0.282969809982256,0.11482105100775246,1,0,0,0,0,1,0,0,0,1,1
-0.10572580142598628,-0.7107425798766771,0.3578251512964975,1.731743845646177,-1.1265443809819906,-1.5338357761782493,0,0,1,0,0,0,0,0,0,1,1
-0.10572580142598628,-0.7107425798766771,0.2749048372120561,1.731743845646177,0.001066971789406706,0.41087614904339814,1,1,0,0,0,1,0,0,0,1,0
-0.9554182055352116,-1.4194733078210093,0.33709507277538714,-1.301957524252269,-1.40844721917484,0.627983220936205,0,0,0,1,0,0,0,0,0,1,1
1.5936590067924643,0.7067188760119876,0.8346169572820353,0.7205100556800282,0.8467754863679547,-1.4542709685811697,1,0,0,1,0,0,0,0,0,1,0
0.743966602683239,1.4154496039563198,1.0626478210142491,-0.2907237342861204,-0.8446415427891413,1.16273274176309,0,2,0,1,0,0,0,0,1,0,1
0.743966602683239,-1.4194733078210093,-2.2541647423634057,1.731743845646177,-1.40844721917484,-1.7583442255219472,1,0,0,0,1,0,0,0,1,0,1
-0.10572580142598628,-0.7107425798766771,-0.07750649764681969,-1.301957524252269,-1.40844721917484,0.9160201600667186,0,1,0,0,0,0,1,0,0,1,1
-0.9554182055352116,-0.7107425798766771,-0.26407720433681275,-0.2907237342861204,0.001066971789406706,0.748255604513186,1,2,0,0,0,1,0,0,0,1,1
-0.9554182055352116,0.7067188760119876,-0.5542983036323575,-1.301957524252269,-0.5627387045962919,0.7322192867029219,1,1,1,0,0,0,0,0,0,1,1
1.5936590067924643,0.7067188760119876,0.8968071928453664,0.7205100556800282,-0.5627387045962919,-1.5424707165376224,0,0,0,0,0,0,1,0,0,1,0
-0.10572580142598628,0.7067188760119876,-0.16042681173126105,-0.2907237342861204,1.128678324560804,0.1913019513336276,0,1,0,0,0,0,1,0,0,1,0
-0.9554182055352116,1.4154496039563198,0.8968071928453664,-0.2907237342861204,3.665803868296448,-1.097154506575672,0,1,0,1,0,0,0,0,0,1,1
-0.9554182055352116,-0.0020118519323447577,1.2492185277042422,-0.2907237342861204,0.001066971789406706,-0.5957111842777971,1,0,1,0,0,0,0,0,0,1,1
-0.9554182055352116,1.4154496039563198,-1.839563171941199,-1.301957524252269,-1.1265443809819906,0.14195943499435332,0,0,0,0,0,0,1,1,0,0,1
-0.10572580142598628,-0.7107425798766771,0.7724267217187043,-0.2907237342861204,1.128678324560804,-0.26820023207586413,0,0,1,0,0,0,0,0,0,1,1
1.5936590067924643,1.4154496039563198,1.0419177424931387,0.7205100556800282,0.8467754863679547,-1.251966651590145,0,1,0,0,1,0,0,0,0,1,1
-0.10572580142598628,-1.4194733078210093,0.04687397347984237,0.7205100556800282,-0.5627387045962919,-1.0416441756939885,1,0,0,1,0,0,0,0,0,1,1
-0.10572580142598628,-0.0020118519323447577,-0.7408690103223506,-0.2907237342861204,0.001066971789406706,0.3849713279652791,1,1,1,0,0,0,0,0,0,1,0
-0.9554182055352116,1.4154496039563198,-1.1347405022234471,-1.301957524252269,0.001066971789406706,1.1423789537731392,1,1,1,0,0,0,0,0,0,1,0
1.5936590067924643,-0.0020118519323447577,0.8760771143242561,0.7205100556800282,0.8467754863679547,-1.6898814841012042,0,0,0,0,0,0,1,0,0,1,1
-0.10572580142598628,1.4154496039563198,-0.3055373613790335,-1.301957524252269,0.5648726481751054,0.3152750236360542,0,0,0,0,0,0,1,0,0,1,0
-0.10572580142598628,1.4154496039563198,0.1712544446065044,-1.301957524252269,-1.1265443809819906,0.29183732837489895,1,1,0,0,0,0,1,0,0,1,0
1.5936590067924643,0.7067188760119876,1.6223599410842284,0.7205100556800282,-0.8446415427891413,-1.3111776711972742,1,0,0,0,0,0,1,0,1,0,1
-0.9554182055352116,1.4154496039563198,1.1870282921409112,0.7205100556800282,1.128678324560804,-1.4018445449706907,0,0,1,0,0,0,0,0,0,1,1
1.5936590067924643,-0.0020118519323447577,-1.5078819156034333,-0.2907237342861204,0.282969809982256,0.7834121474049189,1,0,0,0,1,0,0,0,0,1,1
-0.9554182055352116,1.4154496039563198,-0.6786787747590196,0.7205100556800282,-1.40844721917484,0.6286000023904459,0,2,0,0,1,0,0,0,0,1,1
-0.10572580142598628,-0.7107425798766771,-0.07750649764681969,-0.2907237342861204,0.5648726481751054,1.0609638018133367,1,0,0,0,1,0,0,0,0,1,1
0.743966602683239,0.7067188760119876,0.8760771143242561,1.731743845646177,-1.1265443809819906,-1.3747061609840898,1,0,0,0,0,0,1,0,0,1,1
1.5936590067924643,1.4154496039563198,1.3735989988309043,-0.2907237342861204,0.8467754863679547,0.07534703793633304,1,0,0,1,0,0,0,0,0,1,1
2.44335141090169,0.7067188760119876,1.1662982136198008,0.7205100556800282,-0.2808358664034426,-1.3673047835331986,0,1,0,0,0,0,1,1,0,0,0
-0.10572580142598628,-0.0020118519323447577,0.2127146016487251,-0.2907237342861204,0.8467754863679547,0.8210358161136155,0,1,0,0,0,1,0,0,0,1,1
0.743966602683239,1.4154496039563198,0.813886878760925,-1.301957524252269,-1.1265443809819906,0.2542136596662023,0,1,0,0,0,0,1,0,0,1,0
0.743966602683239,1.4154496039563198,0.04687397347984237,0.7205100556800282,-1.40844721917484,0.08644910411266975,0,1,0,0,0,0,1,0,0,1,1
0.743966602683239,1.4154496039563198,0.7102364861553733,1.731743845646177,-1.40844721917484,-1.2377806781426037,0,1,0,0,0,0,1,0,0,1,1
2.44335141090169,-0.0020118519323447577,1.9125810403797732,0.7205100556800282,-0.5627387045962919,-1.3648376577162349,1,1,0,0,0,0,1,1,0,0,1
2.44335141090169,-0.7107425798766771,1.3528689203097939,0.7205100556800282,-0.2808358664034426,-1.691115047009686,1,1,0,0,0,1,0,0,0,1,0
-0.9554182055352116,-1.4194733078210093,-0.26407720433681275,-1.301957524252269,-0.5627387045962919,0.55828691660698,0,1,1,0,0,0,0,0,1,0,1
-0.9554182055352116,-0.0020118519323447577,0.813886878760925,-0.2907237342861204,0.282969809982256,0.6989130881739117,1,1,0,0,0,0,1,0,1,0,0
0.743966602683239,0.7067188760119876,0.5236657794653803,-0.2907237342861204,0.282969809982256,0.6218154063937956,0,0,0,1,0,0,0,0,0,1,0
-0.9554182055352116,-1.4194733078210093,-1.487151837082323,0.7205100556800282,-0.5627387045962919,-1.4610555645778198,1,0,0,0,1,0,0,0,0,1,1
-0.10572580142598628,0.7067188760119876,0.5029357009442699,-0.2907237342861204,0.282969809982256,0.46700326137932263,0,0,0,0,1,0,0,0,0,1,0
0.743966602683239,-0.7107425798766771,0.6687763291131527,1.731743845646177,-0.5627387045962919,-1.7762308876949342,0,0,1,0,0,0,0,0,0,1,1
0.743966602683239,0.7067188760119876,0.4407454653809389,0.7205100556800282,1.128678324560804,0.5724728900545214,1,0,0,0,1,0,0,0,0,1,0
1.5936590067924643,0.7067188760119876,1.9747712759431042,0.7205100556800282,0.8467754863679547,-1.3451006511805252,1,0,0,1,0,0,0,0,0,1,1
-0.10572580142598628,1.4154496039563198,-1.1762006592656677,-1.301957524252269,0.001066971789406706,1.2244108871871828,1,1,1,0,0,0,0,0,0,1,0
-0.9554182055352116,-0.7107425798766771,-1.1347405022234471,-1.301957524252269,-0.8446415427891413,0.5700057642375577,0,1,0,0,0,0,1,0,0,1,0
-0.9554182055352116,1.4154496039563198,-0.9274397170123437,-0.2907237342861204,0.001066971789406706,0.8913489018970814,0,0,0,0,0,0,1,0,0,1,0
-0.9554182055352116,0.7067188760119876,-0.6164885391956886,-0.2907237342861204,0.282969809982256,0.9166369415209594,1,0,0,0,1,0,0,0,0,1,0
-0.10572580142598628,-0.7107425798766771,0.2127146016487251,-0.2907237342861204,0.8467754863679547,0.5823413933223762,0,0,0,0,0,0,1,0,0,1,0
0.743966602683239,-0.7107425798766771,0.7102364861553733,-1.301957524252269,1.128678324560804,0.5311485326203792,0,0,1,0,0,0,0,1,0,0,0
-0.10572580142598628,1.4154496039563198,-0.6994088532801299,0.7205100556800282,1.128678324560804,0.7550402005098362,0,2,1,0,0,0,0,0,1,0,1
-0.9554182055352116,1.4154496039563198,0.9175372713664768,-0.2907237342861204,-0.2808358664034426,0.334395248717523,0,0,1,0,0,0,0,0,0,1,0
-0.10572580142598628,1.4154496039563198,0.42001538685982853,-0.2907237342861204,1.128678324560804,0.15552862698765374,0,1,0,1,0,0,0,1,0,0,1
-0.9554182055352116,0.7067188760119876,-0.9896299525756748,-0.2907237342861204,0.5648726481751054,0.25729756693740696,0,1,0,0,1,0,0,0,0,1,1
-0.10572580142598628,-0.7107425798766771,0.9589974284086974,-1.301957524252269,0.282969809982256,1.068365179264228,1,0,0,0,1,0,0,0,0,1,0
-0.10572580142598628,0.7067188760119876,0.19198452312761477,1.731743845646177,-0.5627387045962919,-1.6084663321414017,1,1,0,1,0,0,0,1,0,0,0
0.743966602683239,1.4154496039563198,0.7724267217187043,-1.301957524252269,-0.8446415427891413,0.48674026791503233,0,2,0,0,0,0,1,0,0,1,1
1.5936590067924643,0.7067188760119876,1.6223599410842284,0.7205100556800282,1.128678324560804,-1.622652305588943,0,0,0,0,0,0,1,1,0,0,1
-0.10572580142598628,-0.7107425798766771,-1.5078819156034333,-1.301957524252269,0.5648726481751054,-1.5153323325510215,0,0,0,0,0,1,0,0,0,1,1
0.743966602683239,-0.7107425798766771,1.0004575854509181,1.731743845646177,-0.5627387045962919,-1.5066973921916484,1,0,0,0,0,0,1,0,0,1,1
1.5936590067924643,-0.0020118519323447577,1.9125810403797732,0.7205100556800282,-0.2808358664034426,-1.518416239822226,0,0,0,0,1,0,0,1,0,0,1
0.743966602683239,0.7067188760119876,0.8968071928453664,-1.301957524252269,1.128678324560804,0.705080902716321,1,1,0,0,0,1,0,0,0,1,0
-0.10572580142598628,0.7067188760119876,0.42001538685982853,-1.301957524252269,0.5648726481751054,1.1053720665186837,0,1,0,0,1,0,0,0,0,1,0
-0.10572580142598628,-0.7107425798766771,1.1662982136198008,-0.2907237342861204,-0.5627387045962919,0.9955849676637983,0,1,0,0,0,0,1,1,0,0,0
0.743966602683239,0.7067188760119876,-0.5128381465901369,-1.301957524252269,-0.5627387045962919,1.0011360007519667,0,0,0,0,0,1,0,0,1,0,1
-1.805110609644437,-1.4194733078210093,-1.1969307377867782,-0.2907237342861204,-0.8446415427891413,1.2244108871871828,1,1,0,0,1,0,0,1,0,0,0
-0.10572580142598628,-0.7107425798766771,-0.6994088532801299,0.7205100556800282,0.8467754863679547,0.2326263087677698,1,1,0,0,0,0,1,1,0,0,0
-0.10572580142598628,-0.7107425798766771,0.5858560150287113,-0.2907237342861204,0.5648726481751054,0.42691246685366224,1,1,0,0,1,0,0,0,0,1,1
1.5936590067924643,0.7067188760119876,1.8711208833375526,0.7205100556800282,0.001066971789406706,-1.6096998950498835,1,0,0,0,0,0,1,0,0,1,0
-0.10572580142598628,-0.7107425798766771,-0.07750649764681969,-0.2907237342861204,0.8467754863679547,0.09261691865507904,0,0,0,0,0,0,1,0,0,1,1
